product_id,parent_product_id,base_product_name,product_name,brand_id,brand_name,manufacturer,category_id,category_name,subcategory_id,subcategory_name,product_type,variations_or_target,priority,note,source_url,is_active,content_amount,flavor,scent,variant_source,split_status,needs_research,review_reason,verification_status,verified_source_url,verified_note,verified_at
product_0009_vf001,product_0009,AllWell 避妊・去勢した猫の体重ケア,AllWell 避妊・去勢した猫の体重ケア フィッシュ味,brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,体重ケア,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,140g,フィッシュ味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで避妊・去勢後体重ケアの味・容量を確認,2026-07-08
product_0009_vf005,product_0009,AllWell 避妊・去勢した猫の体重ケア,AllWell 避妊・去勢した猫の体重ケア チキン味,brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,体重ケア,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,1.5kg(375g×4袋),チキン味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで避妊・去勢後体重ケアの味・容量を確認,2026-07-08
product_0010_vf001,product_0010,AllWell 腎臓の健康維持用,AllWell 腎臓の健康維持用 フィッシュ味（10歳以上）,brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,シニア/腎臓ケア系,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,750g,フィッシュ味（10歳以上）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで腎臓健康維持用の年齢別・容量を確認,2026-07-08
product_0010_vf004,product_0010,AllWell 腎臓の健康維持用,AllWell 腎臓の健康維持用 フィッシュ味（15歳以上）,brand_001,AllWell,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,シニア/腎臓ケア系,A,健康訴求フードとして登録推奨,https://jp.unicharmpet.com/ja/allwell/lineup.html,true,750g,フィッシュ味（15歳以上）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/allwell/lineup.html,公式ラインアップで腎臓健康維持用の年齢別・容量を確認,2026-07-08
product_0014_vf001,product_0014,Physicalife 下部尿路の健康維持,Physicalife（フィジカライフ） 子猫用 チキン入り,brand_005,Physicalife,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢・健康ニーズ別,B,プレミアム寄りの健康配慮シリーズ,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699656273.html,true,500g,チキン入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699656273.html,公式商品ページでPhysicalifeの対象・味・内容量を確認。下部尿路の健康維持タグ掲載商品としてSKU化。,2026-07-08
product_0014_vf002,product_0014,Physicalife 下部尿路の健康維持,Physicalife（フィジカライフ） 室内猫用 チキン入り,brand_005,Physicalife,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢・健康ニーズ別,B,プレミアム寄りの健康配慮シリーズ,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699656853.html,true,500g,チキン入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699656853.html,公式商品ページでPhysicalifeの対象・味・内容量を確認。下部尿路の健康維持タグ掲載商品としてSKU化。,2026-07-08
product_0014_vf004,product_0014,Physicalife 下部尿路の健康維持,Physicalife（フィジカライフ） 室内猫用 まぐろ入り,brand_005,Physicalife,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢・健康ニーズ別,B,プレミアム寄りの健康配慮シリーズ,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699684351.html,true,500g,まぐろ入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699684351.html,公式商品ページでPhysicalifeの対象・味・内容量を確認。下部尿路の健康維持タグ掲載商品としてSKU化。,2026-07-08
product_0014_vf006,product_0014,Physicalife 下部尿路の健康維持,Physicalife（フィジカライフ） 10歳頃～ チキン入り,brand_005,Physicalife,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢・健康ニーズ別,B,プレミアム寄りの健康配慮シリーズ,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699658819.html,true,500g,チキン入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699658819.html,公式商品ページでPhysicalifeの対象・味・内容量を確認。下部尿路の健康維持タグ掲載商品としてSKU化。,2026-07-08
product_0014_vf008,product_0014,Physicalife 下部尿路の健康維持,Physicalife（フィジカライフ） 室内猫用 ひざ・関節の健康維持用 チキン入り,brand_005,Physicalife,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢・健康ニーズ別,B,プレミアム寄りの健康配慮シリーズ,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699697511.html,true,500g,チキン入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/products/cat/food-physicalife-4520699697511.html,公式商品ページでPhysicalifeの対象・味・内容量を確認。下部尿路の健康維持タグ掲載商品としてSKU化。,2026-07-08
product_0015_vf001,product_0015,ねこ元気 ドライ,ねこ元気 ドライ お魚ミックス（まぐろ・かつお・白身魚入り）,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,true,1.0kg,お魚ミックス（まぐろ・かつお・白身魚入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,公式商品ページでドライの味・容量を確認,2026-07-08
product_0015_vf004,product_0015,ねこ元気 ドライ,ねこ元気 ドライ お魚とお肉ミックス（まぐろ・白身魚・チキン・緑黄色野菜入り）,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,true,1.0kg,お魚とお肉ミックス（まぐろ・白身魚・チキン・緑黄色野菜入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,公式商品ページでドライの味・容量を確認,2026-07-08
product_0015_vf007,product_0015,ねこ元気 ドライ,ねこ元気 ドライ お魚と野菜入りミックス（まぐろ・かつお・白身魚・緑黄色野菜入り）,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,true,1.0kg,お魚と野菜入りミックス（まぐろ・かつお・白身魚・緑黄色野菜入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699600251.html,公式商品ページでドライの味・容量を確認,2026-07-08
product_0016_vf001,product_0016,ねこ元気 パウチ,ねこ元気 パウチ まぐろ入りかつお,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_002,ウェットフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699657903.html,true,60g,まぐろ入りかつお,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699657903.html,公式商品ページでパウチ成猫用の味・容量を確認,2026-07-08
product_0016_vf002,product_0016,ねこ元気 パウチ,ねこ元気 パウチ ささみ・まぐろ入りかつお,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_002,ウェットフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699657903.html,true,60g,ささみ・まぐろ入りかつお,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699657903.html,公式商品ページでパウチ成猫用の味・容量を確認,2026-07-08
product_0017_vf001,product_0017,ねこ元気 複数ねこ用,ねこ元気 複数ねこ用 お魚とお肉のスペシャルブレンド（まぐろ・かつお・白身魚・チキン入り）,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699630456.html,true,3.0kg,お魚とお肉のスペシャルブレンド（まぐろ・かつお・白身魚・チキン入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699630456.html,公式商品ページで複数ねこ用の味・容量を確認,2026-07-08
product_0018_vf001,product_0018,ねこ元気 健康に育つ子ねこ用,ねこ元気 健康に育つ子ねこ用 お魚とお肉ミックス（まぐろ・白身魚・チキン・緑黄色野菜入り）,brand_007,ねこ元気,ユニ・チャーム,cat_food,フード,subcat_001,ドライフード,シリーズ,ドライ/パウチ、年齢別,A,大衆価格帯の定番ブランド,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699604396.html,true,1.6kg,お魚とお肉ミックス（まぐろ・白身魚・チキン・緑黄色野菜入り）,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://jp.unicharmpet.com/ja/nekogenki/products/food/4520699604396.html,公式商品ページで子ねこ用の味・容量を確認,2026-07-08
product_0019_v01,product_0019,CIAO ちゅ～る,CIAO ちゅ～る まぐろ,brand_002,CIAO / いなば,いなばペットフード,cat_treat,おやつ・嗜好品,subcat_005,おやつ,おやつ,まぐろ/かつお/とりささみ/魚介/贅沢素材/子ねこ/シニア/総合栄養食等,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/SC-71,true,14g×4本,まぐろ,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/SC-71,公式商品ページで容量を確認,2026-07-08
product_0019_v02,product_0019,CIAO ちゅ～る,CIAO ちゅ～る かつお,brand_002,CIAO / いなば,いなばペットフード,cat_treat,おやつ・嗜好品,subcat_005,おやつ,おやつ,まぐろ/かつお/とりささみ/魚介/贅沢素材/子ねこ/シニア/総合栄養食等,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/SC-72,true,14g×4本,かつお,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/SC-72,公式商品ページで容量を確認,2026-07-08
product_0019_v03,product_0019,CIAO ちゅ～る,CIAO ちゅ～る とりささみ,brand_002,CIAO / いなば,いなばペットフード,cat_treat,おやつ・嗜好品,subcat_005,おやつ,おやつ,まぐろ/かつお/とりささみ/魚介/贅沢素材/子ねこ/シニア/総合栄養食等,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/SC-73,true,14g×4本,とりささみ,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/SC-73,公式商品ページで容量を確認,2026-07-08
product_0020_v01,product_0020,CIAO ちゅ～る バラエティ,CIAO ちゅ～る バラエティ 贅沢バラエティ,brand_002,CIAO / いなば,いなばペットフード,cat_treat,おやつ・嗜好品,subcat_005,おやつ,おやつ,20本/40本/BOX等,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/SC-131,true,14g×20本,贅沢バラエティ,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/SC-131,公式商品ページで20本入りBOX容量を確認,2026-07-08
product_0021_v01,product_0021,CIAO ちゅ～る 総合栄養食,CIAO ちゅ～る 総合栄養食,brand_002,CIAO / いなば,いなばペットフード,cat_treat,おやつ・嗜好品,subcat_006,機能性おやつ,おやつ/補助,総合栄養食タイプ,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/name/cat/CIAO%2B%E3%81%A1%E3%82%85%EF%BD%9E%E3%82%8B,true,要確認,要確認,該当なし,content=not_in_source_csv;flavor=not_in_source_csv;scent=not_applicable_or_not_found,needs_official_variant_check,true,内容量が元CSVにない / 味が元CSVにない,remaining_needs_official_check,,公式の内容量・味が未確定のため要確認キューに残した,2026-07-08
product_0022_v01,product_0022,CIAO ちゅ～る 水分補給,CIAO ちゅ～る 水分補給,brand_002,CIAO / いなば,いなばペットフード,cat_treat,おやつ・嗜好品,subcat_006,機能性おやつ,おやつ/補助,水分補給系,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/name/cat/CIAO%2B%E3%81%A1%E3%82%85%EF%BD%9E%E3%82%8B,true,要確認,要確認,該当なし,content=not_in_source_csv;flavor=not_in_source_csv;scent=not_applicable_or_not_found,needs_official_variant_check,true,内容量が元CSVにない / 味が元CSVにない,remaining_needs_official_check,,公式の内容量・味が未確定のため要確認キューに残した,2026-07-08
product_0023_vf001,product_0023,CIAO パウチ,CIAO パウチ まぐろ ささみ・しらす入り,brand_002,CIAO / いなば,いなばペットフード,cat_food,フード,subcat_002,ウェットフード,ウェット,だしスープ/毎日おさかな/とろみ/スープ等,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/IC-121,true,40g,まぐろ ささみ・しらす入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/IC-121,公式商品ページで容量を確認,2026-07-08
product_0023_vf002,product_0023,CIAO パウチ,CIAO パウチ まぐろ ささみ入り ほたて味,brand_002,CIAO / いなば,いなばペットフード,cat_food,フード,subcat_002,ウェットフード,ウェット,だしスープ/毎日おさかな/とろみ/スープ等,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/IC-123,true,40g,まぐろ ささみ入り ほたて味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/IC-123,公式商品ページで容量を確認,2026-07-08
product_0023_vf003,product_0023,CIAO パウチ,CIAO パウチ まぐろ ささみ・まぐろ節入り,brand_002,CIAO / いなば,いなばペットフード,cat_food,フード,subcat_002,ウェットフード,ウェット,だしスープ/毎日おさかな/とろみ/スープ等,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/IC-125,true,40g,まぐろ ささみ・まぐろ節入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/IC-125,公式商品ページで容量を確認,2026-07-08
product_0028_vf001,product_0028,金のだし パウチ,金のだし パウチ まぐろ・かつお まぐろ節入り,brand_002,CIAO / いなば,いなばペットフード,cat_food,フード,subcat_002,ウェットフード,ウェット,まぐろ/かつお/ささみ等,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/IMC-221,true,40g,まぐろ・かつお まぐろ節入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/IMC-221,公式商品ページで容量を確認,2026-07-08
product_0028_vf002,product_0028,金のだし パウチ,金のだし パウチ まぐろ・かつお ささみ入り,brand_002,CIAO / いなば,いなばペットフード,cat_food,フード,subcat_002,ウェットフード,ウェット,まぐろ/かつお/ささみ等,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/IMC-222,true,40g,まぐろ・かつお ささみ入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/IMC-222,公式商品ページで容量を確認,2026-07-08
product_0029_vf001,product_0029,金のだし クリーム,金のだし クリーム まぐろ・かつお ささみ入り,brand_002,CIAO / いなば,いなばペットフード,cat_food,フード,subcat_002,ウェットフード,ウェット/おやつ,クリーム系,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/IMC-171,true,60g(30g×2袋),まぐろ・かつお ささみ入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/IMC-171,公式商品ページで容量を確認,2026-07-08
product_0029_vf002,product_0029,金のだし クリーム,金のだし クリーム ささみ ほたて味,brand_002,CIAO / いなば,いなばペットフード,cat_food,フード,subcat_002,ウェットフード,ウェット/おやつ,クリーム系,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/IMC-172,true,60g(30g×2袋),ささみ ほたて味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/IMC-172,公式商品ページで容量を確認,2026-07-08
product_0029_vf003,product_0029,金のだし クリーム,金のだし クリーム まぐろ しらす入り,brand_002,CIAO / いなば,いなばペットフード,cat_food,フード,subcat_002,ウェットフード,ウェット/おやつ,クリーム系,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/IMC-173,true,60g(30g×2袋),まぐろ しらす入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/IMC-173,公式商品ページで容量を確認,2026-07-08
product_0029_vf004,product_0029,金のだし クリーム,金のだし クリーム かつお おかか入り,brand_002,CIAO / いなば,いなばペットフード,cat_food,フード,subcat_002,ウェットフード,ウェット/おやつ,クリーム系,A,ちゅ～る・ウェット系は最優先,https://www.inaba-petfood.co.jp/product/detail/IMC-174,true,60g(30g×2袋),かつお おかか入り,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.inaba-petfood.co.jp/product/detail/IMC-174,公式商品ページで容量を確認,2026-07-08
product_0035_vf001,product_0035,メディファス 1歳から,メディファス 1歳から チキン味,brand_056,メディファス,ペットライン,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢/体質/味違いあり,A,国産フード系の主要ブランド,https://www.petline.co.jp/medyfas/products/catfood/1-year-old-chicken/,true,150g,チキン味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.petline.co.jp/medyfas/products/catfood/1-year-old-chicken/,公式商品ページで1歳からチキン味の容量を確認。他フレーバーは別途追加候補,2026-07-08
product_0039_vf001,product_0039,メディファス 11歳から,メディファス 11歳から チキン味,brand_056,メディファス,ペットライン,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢/体質/味違いあり,A,国産フード系の主要ブランド,https://www.petline.co.jp/medyfas/products/catfood/11-year-old-chicken/,true,1.5kg(250g×6袋),チキン味,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.petline.co.jp/medyfas/products/catfood/11-year-old-chicken/,公式商品ページで11歳からチキン味の容量を確認。他フレーバーは別途追加候補,2026-07-08
product_0041_vf001,product_0041,キャラットミックス,キャラットミックス まぐろ仕立ての味わいブレンド,brand_019,キャラット,ペットライン,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢/体質/味違いあり,A,国産フード系の主要ブランド,https://www.petline.co.jp/carat/products/catfood/mix-tuna/,true,2.7kg(450g×6袋),まぐろ仕立ての味わいブレンド,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.petline.co.jp/carat/products/catfood/mix-tuna/,公式商品ページで容量を確認,2026-07-08
product_0041_vf002,product_0041,キャラットミックス,キャラットミックス かつお仕立ての味わいブレンド,brand_019,キャラット,ペットライン,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢/体質/味違いあり,A,国産フード系の主要ブランド,https://www.petline.co.jp/carat/products/catfood/mix-bonito/,true,2.7kg(450g×6袋),かつお仕立ての味わいブレンド,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.petline.co.jp/carat/products/catfood/mix-bonito/,公式商品ページで容量を確認,2026-07-08
product_0041_vf003,product_0041,キャラットミックス,キャラットミックス ささみ風味のまろやかブレンド,brand_019,キャラット,ペットライン,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢/体質/味違いあり,A,国産フード系の主要ブランド,https://www.petline.co.jp/carat/products/catfood/mix-chicken/,true,2.7kg(450g×6袋),ささみ風味のまろやかブレンド,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.petline.co.jp/carat/products/catfood/mix-chicken/,公式商品ページで容量を確認,2026-07-08
product_0041_vf004,product_0041,キャラットミックス,キャラットミックス お肉とお魚味のよくばりブレンド,brand_019,キャラット,ペットライン,cat_food,フード,subcat_001,ドライフード,シリーズ,年齢/体質/味違いあり,A,国産フード系の主要ブランド,https://www.petline.co.jp/carat/products/catfood/mix-meat-and-fish/,true,2.7kg(450g×6袋),お肉とお魚味のよくばりブレンド,該当なし,official_or_maker_source_verified,verified_content_flavor_sku,false,,verified,https://www.petline.co.jp/carat/products/catfood/mix-meat-and-fish/,公式商品ページで容量を確認,2026-07-08
