pet_type,product_id,parent_product_id,base_product_name,product_name,brand_id,brand_name,manufacturer,category_id,category_name,subcategory_id,subcategory_name,product_type,variations_or_target,priority,note,source_url,is_active,content_amount,flavor,scent,variant_source,split_status,needs_research,review_reason,verification_status,verified_source_url,verified_note,verified_at
reptile_amphibian,pet_0023,,ひかりクレスト,ひかりクレスト レオパゲル,brand_reptile_kyorin,ひかりクレスト,トップクリエイト,reptile_amphibian_food,爬虫類・両生類用品,reptile_food,フード・飼育消耗品,シリーズ,容量違いは統合,A,初期商品マスタ向けの主要シリーズ。内容量別SKUは登録しない。,https://www.topcreate.jp/,true,要確認,該当なし,該当なし,series_seed,content_variants_collapsed,true,公式の個別SKU・内容量は後続確認,source_reference_only,https://www.topcreate.jp/,公式・メーカーの商品一覧を参照。シリーズ単位で登録。,2026-07-18
reptile_amphibian,pet_0024,,レプタイルフード,レプタイルフード,brand_reptile_gex,レプタイルフード,トップクリエイト,reptile_amphibian_food,爬虫類・両生類用品,reptile_food,フード・飼育消耗品,シリーズ,容量違いは統合,A,初期商品マスタ向けの主要シリーズ。内容量別SKUは登録しない。,https://www.topcreate.jp/,true,要確認,該当なし,該当なし,series_seed,content_variants_collapsed,true,公式の個別SKU・内容量は後続確認,source_reference_only,https://www.topcreate.jp/,公式・メーカーの商品一覧を参照。シリーズ単位で登録。,2026-07-18
reptile_amphibian,pet_0025,,爬虫類用カルシウム,爬虫類用カルシウムパウダー,brand_reptile_general,爬虫類用カルシウム,トップクリエイト,reptile_amphibian_food,爬虫類・両生類用品,reptile_food,フード・飼育消耗品,シリーズ,容量違いは統合,A,初期商品マスタ向けの主要シリーズ。内容量別SKUは登録しない。,https://www.topcreate.jp/,true,要確認,該当なし,該当なし,series_seed,content_variants_collapsed,true,公式の個別SKU・内容量は後続確認,source_reference_only,https://www.topcreate.jp/,公式・メーカーの商品一覧を参照。シリーズ単位で登録。,2026-07-18
insect,pet_0030,,プロゼリー,プロゼリー,brand_insect_kb,プロゼリー,フジコン,insect_supplies,昆虫用品,insect_food,昆虫ゼリー・飼育マット,シリーズ,容量違いは統合,A,初期商品マスタ向けの主要シリーズ。内容量別SKUは登録しない。,https://www.topcreate.jp/,true,要確認,該当なし,該当なし,series_seed,content_variants_collapsed,true,公式の個別SKU・内容量は後続確認,source_reference_only,https://www.topcreate.jp/,公式・メーカーの商品一覧を参照。シリーズ単位で登録。,2026-07-18
insect,pet_0031,,昆虫ゼリー,昆虫ゼリー ワイドカップ,brand_insect_fujikon,昆虫ゼリー,フジコン,insect_supplies,昆虫用品,insect_food,昆虫ゼリー・飼育マット,シリーズ,容量違いは統合,A,初期商品マスタ向けの主要シリーズ。内容量別SKUは登録しない。,https://www.topcreate.jp/,true,要確認,該当なし,該当なし,series_seed,content_variants_collapsed,true,公式の個別SKU・内容量は後続確認,source_reference_only,https://www.topcreate.jp/,公式・メーカーの商品一覧を参照。シリーズ単位で登録。,2026-07-18
insect,pet_0032,,発酵マット,発酵マット,brand_insect_fujikon,発酵マット,フジコン,insect_supplies,昆虫用品,insect_food,昆虫ゼリー・飼育マット,シリーズ,容量違いは統合,A,初期商品マスタ向けの主要シリーズ。内容量別SKUは登録しない。,https://www.topcreate.jp/,true,要確認,該当なし,該当なし,series_seed,content_variants_collapsed,true,公式の個別SKU・内容量は後続確認,source_reference_only,https://www.topcreate.jp/,公式・メーカーの商品一覧を参照。シリーズ単位で登録。,2026-07-18
insect,pet_0033,,バイオ育成クヌギマット,バイオ育成クヌギマット,brand_insect_marukan,バイオ育成クヌギマット,フジコン,insect_supplies,昆虫用品,insect_food,昆虫ゼリー・飼育マット,シリーズ,容量違いは統合,A,初期商品マスタ向けの主要シリーズ。内容量別SKUは登録しない。,https://www.topcreate.jp/,false,要確認,該当なし,該当なし,series_seed,content_variants_collapsed,false,,not_found_official,https://www.fujikon.net/04mat.htm,フジコン公式現行昆虫マット一覧にバイオ育成クヌギマットを確認できない。,2026-07-19
dog,pet_0100,,ビューティープロ ドッグ 子犬用 12ヵ月頃まで,ビューティープロ ドッグ 子犬用 12ヵ月頃まで,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/dog-products/dog-detail/bdg,公式商品ページで子犬用12ヵ月頃まで・犬用・成長期犬用総合栄養食を確認。,2026-07-19
dog,pet_0101,,ビューティープロ ドッグ 成犬用 1歳から,ビューティープロ ドッグ 成犬用 1歳から,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/beautypro/dog/lineup/index.html,公式ラインアップで成犬用1歳からを確認。,2026-07-19
dog,pet_0102,,ビューティープロ ドッグ 10歳以上,ビューティープロ ドッグ 10歳以上,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/beautypro/dog/lineup/index.html,公式ラインアップで10歳以上を確認。,2026-07-19
dog,pet_0103,,ビューティープロ ドッグ 低脂肪 1歳から,ビューティープロ ドッグ 低脂肪 1歳から,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/beautypro/dog/lineup/index.html,公式ラインアップで低脂肪1歳からを確認。,2026-07-19
dog,pet_0104,,ビューティープロ ドッグ ダイエット 1歳から,ビューティープロ ドッグ ダイエット 1歳から,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/beautypro/dog/lineup/index.html,公式ラインアップでダイエット1歳からを確認。,2026-07-19
dog,pet_0105,,ビューティープロ ドッグ 歯の健康 1歳から,ビューティープロ ドッグ 歯の健康 1歳から,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/beautypro/dog/lineup/index.html,公式ラインアップで歯の健康1歳からを確認。,2026-07-19
dog,pet_0106,,ビューティープロ ドッグ おなかの健康 1歳から,ビューティープロ ドッグ おなかの健康 1歳から,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/beautypro/dog/lineup/index.html,公式ラインアップでおなかの健康1歳からを確認。,2026-07-19
dog,pet_0107,,ビューティープロ ドッグ 食物アレルゲンに配慮 1歳から,ビューティープロ ドッグ 食物アレルゲンに配慮 1歳から,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/beautypro/dog/lineup/index.html,公式ラインアップで食物アレルゲンに配慮1歳からを確認。,2026-07-19
dog,pet_0108,,ビューティープロ ドッグ 食物アレルゲンに配慮 10歳以上,ビューティープロ ドッグ 食物アレルゲンに配慮 10歳以上,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/beautypro/dog/lineup/index.html,公式ラインアップで食物アレルゲンに配慮10歳以上を確認。,2026-07-19
dog,pet_0109,,ビューティープロ ドッグ 大粒タイプ 1歳から,ビューティープロ ドッグ 大粒タイプ 1歳から,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/beautypro/dog/lineup/index.html,公式ラインアップで大粒タイプ1歳からを確認。,2026-07-19
dog,pet_0110,,ビューティープロ ドッグ パウダフル 成犬用,ビューティープロ ドッグ パウダフル 成犬用,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/dog-products/beautypro-dry,日本ペットフード公式商品一覧でビューティープロ ドッグ パウダフル 成犬用を確認。,2026-07-19
dog,pet_0111,,ビューティープロ ドッグ パウダフル 10歳以上,ビューティープロ ドッグ パウダフル 10歳以上,brand_dog_,ビューティープロ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.npf.co.jp/dog-products/beautypro-dry,日本ペットフード公式現行商品一覧にビューティープロ ドッグ パウダフル 10歳以上を確認できない。,2026-07-19
dog,pet_0112,,コンボ ドッグ 子犬用,コンボ ドッグ 子犬用,brand_dog_,コンボ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.npf.co.jp/dog-products/combo_dry,公式現行コンボ ドッグ一覧に子犬用の掲載を確認できない。終売または名称変更候補。,2026-07-19
dog,pet_0113,,コンボ ドッグ 7歳以上,コンボ ドッグ 7歳以上,brand_dog_,コンボ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.npf.co.jp/dog-products/combo_dry,公式現行コンボ ドッグ一覧に7歳以上の掲載を確認できない。終売または名称変更候補。,2026-07-19
dog,pet_0114,,コンボ ドッグ 11歳以上,コンボ ドッグ 11歳以上,brand_dog_,コンボ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/dog-products/combo_dry,公式現行コンボ ドッグ一覧で11歳以上を確認。,2026-07-19
dog,pet_0115,,コンボ ドッグ 低脂肪,コンボ ドッグ 低脂肪,brand_dog_,コンボ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,true,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,verified_active,https://www.npf.co.jp/dog-products/combo_dry,公式現行コンボ ドッグ一覧で低脂肪を確認。,2026-07-19
dog,pet_0116,,コンボ ドッグ やわらかソフト,コンボ ドッグ やわらかソフト,brand_dog_,コンボ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,discontinued,https://www.npf.co.jp/news/detail/11,日本ペットフード公式の終売告知でコンボ ドッグ やわらかソフトの販売終了を確認。,2026-07-19
dog,pet_0117,,コンボ ピュア ドッグ 野菜・厳選チーズ入り,コンボ ピュア ドッグ 野菜・厳選チーズ入り,brand_dog_,コンボ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.npf.co.jp/dog-products/combo_dry,日本ペットフード公式現行商品一覧にコンボ ピュア ドッグ 野菜・厳選チーズ入りを確認できない。,2026-07-19
dog,pet_0118,,コンボ ピュア ドッグ 鶏肉・野菜入り,コンボ ピュア ドッグ 鶏肉・野菜入り,brand_dog_,コンボ ドッグ,日本ペットフード,dog_food,犬用フード,dog_dry_food,dog・dry・food,シリーズ,容量違いは統合,A,公式カタログを参照した初期商品マスタ候補。内容量別SKUは登録しない。,https://www.npf.co.jp/dog-products/list/brand/01,false,要確認,該当なし,該当なし,official_catalog_series,content_variants_collapsed,false,,not_found_official,https://www.npf.co.jp/dog-products/combo_dry,日本ペットフード公式現行商品一覧にコンボ ピュア ドッグ 鶏肉・野菜入りを確認できない。,2026-07-19
