product_id,slug,product_name_ja,product_name_en,pet_type,target_species,target_breed,target_size,target_age,life_stage,habitat_type,feeding_type,freshwater_or_marine,brand_id,brand_name,manufacturer,category_id,subcategory_id,product_kind,status,review_required,official_url,source_id,source_status,notes
pet-rabbit-009,rabbit-チモシーの恵,チモシーの恵,,rabbit,rabbit,,,,,,,,brand-ハイペット,ハイペット,ハイペット,rabbit_food,rabbit_hay_treat,food,verified_active,false,https://www.hipet.co.jp/product/%E3%83%81%E3%83%A2%E3%82%B7%E3%83%BC%E3%81%AE%E6%81%B5/,source-pet-rabbit-009,verified_active,ハイペット公式商品ページでチモシーの恵を確認。
pet-rabbit-010,rabbit-チモシーの恵-フィールド,チモシーの恵 フィールド,,rabbit,rabbit,,,,,,,,brand-ハイペット,ハイペット,ハイペット,rabbit_food,rabbit_hay_treat,food,not_found_official,false,https://www.hipet.co.jp/product/%E3%83%81%E3%83%A2%E3%82%B7%E3%83%BC%E3%81%AE%E6%81%B5/,source-pet-rabbit-010,not_found_official,ハイペット公式現行商品ページと公式サイト検索にチモシーの恵 フィールドを確認できない。
pet-rabbit-011,rabbit-うさぎのきわみ,うさぎのきわみ,,rabbit,rabbit,,,,,,,,brand-ハイペット,ハイペット,ハイペット,rabbit_food,rabbit_hay_treat,food,verified_active,false,https://www.hipet.co.jp/product/%E3%81%86%E3%81%95%E3%81%8E%E3%81%AE%E3%81%8D%E3%82%8F%E3%81%BF-850g/,source-pet-rabbit-011,verified_active,ハイペット公式商品ページでうさぎのきわみを確認。容量違いは統合。
pet-rabbit-012,rabbit-うさぎのきわみ-トリーツ毛玉ケア,うさぎのきわみ トリーツ毛玉ケア,,rabbit,rabbit,,,,,,,,brand-ハイペット,ハイペット,ハイペット,rabbit_food,rabbit_hay_treat,food,verified_active,false,https://www.hipet.co.jp/en/product/%E8%8B%B1%E8%AA%9E%E3%80%80%E3%81%86%E3%81%95%E3%81%8E%E3%81%AE%E3%81%8D%E3%82%8F%E3%81%BF%E3%83%88%E3%83%AA%E3%83%BC%E3%83%84%E6%AF%9B%E7%8E%89%E3%82%B1%E3%82%A2%E3%80%80%EF%BC%91%EF%BC%90%EF%BC%90/,source-pet-rabbit-012,verified_active,ハイペット公式商品ページでうさぎのきわみ トリーツ毛玉ケアを確認。
pet-rabbit-013,rabbit-パスチャーチモシー,パスチャーチモシー,,rabbit,rabbit,,,,,,,,brand-ハイペット,ハイペット,ハイペット,rabbit_food,rabbit_hay_treat,food,verified_active,false,https://www.hipet.co.jp/product/%E3%83%91%E3%82%B9%E3%83%81%E3%83%A3%E3%83%BC%E3%83%81%E3%83%A2%E3%82%B7%E3%83%BC/,source-pet-rabbit-013,verified_active,ハイペット公式商品ページでパスチャーチモシーを確認。
pet-rabbit-014,rabbit-パスチャーアルファルファ,パスチャーアルファルファ,,rabbit,rabbit,,,,,,,,brand-ハイペット,ハイペット,ハイペット,rabbit_food,rabbit_hay_treat,food,verified_active,false,https://www.hipet.co.jp/product/%E3%83%91%E3%82%B9%E3%83%81%E3%83%A3%E3%83%BC%E3%82%A2%E3%83%AB%E3%83%95%E3%82%A1%E3%83%AB%E3%83%95%E3%82%A1/,source-pet-rabbit-014,verified_active,ハイペット公式商品ページでパスチャーアルファルファを確認。
pet-rabbit-015,rabbit-恵-バイタルラビット,恵 バイタルラビット,,rabbit,rabbit,,,,,,,,brand-ハイペット,ハイペット,ハイペット,rabbit_food,rabbit_hay_treat,food,verified_active,false,https://www.hipet.co.jp/product/%E6%81%B5%E3%83%90%E3%82%A4%E3%82%BF%E3%83%AB%E3%83%A9%E3%83%93%E3%83%83%E3%83%88300g/,source-pet-rabbit-015,verified_active,ハイペット公式商品ページで恵バイタルラビットを確認。
pet-rabbit-016,rabbit-うさぎのヘルシープレミアム,うさぎのヘルシープレミアム,,rabbit,rabbit,,,,,,,,brand-ハイペット,ハイペット,ハイペット,rabbit_food,rabbit_hay_treat,food,not_found_official,false,https://www.hipet.co.jp/,source-pet-rabbit-016,not_found_official,ハイペット公式現行商品ページと公式サイト検索にうさぎのヘルシープレミアムを確認できない。
pet-rabbit-017,rabbit-ラビジョン-ラビットフード-オールステージ,ラビジョン ラビットフード オールステージ,,rabbit,rabbit,,,,,,,,brand-日本ペットフード,日本ペットフード,日本ペットフード,rabbit_food,rabbit_pellet,food,verified_active,false,https://www.npf.co.jp/lovision/index.html,source-pet-rabbit-017,verified_active,公式ブランドページでラビジョン ラビットフード オールステージを確認。
pet-rabbit-018,rabbit-ラビジョン-ラビットフード-5歳からのシニア,ラビジョン ラビットフード 5歳からのシニア,,rabbit,rabbit,,,senior,senior,,,,brand-日本ペットフード,日本ペットフード,日本ペットフード,rabbit_food,rabbit_pellet,food,verified_active,false,https://www.npf.co.jp/lovision/index.html,source-pet-rabbit-018,verified_active,公式ブランドページでラビジョン ラビットフード 5歳からのシニアを確認。
pet-rabbit-019,rabbit-ラビットフード-コンフィデンス,ラビットフード コンフィデンス,,rabbit,rabbit,,,,,,,,brand-日本ペットフード,日本ペットフード,日本ペットフード,rabbit_food,rabbit_pellet,food,not_found_official,false,https://www.npf.co.jp/smallanimal-products/rabbit,source-pet-rabbit-019,not_found_official,日本ペットフード公式現行うさぎフード一覧にラビットフード コンフィデンスを確認できない。
pet-rabbit-020,rabbit-ラビットフード-ヘルシープレミアム,ラビットフード ヘルシープレミアム,,rabbit,rabbit,,,,,,,,brand-日本ペットフード,日本ペットフード,日本ペットフード,rabbit_food,rabbit_pellet,food,discontinued,false,https://www.npf.co.jp/news,source-pet-rabbit-020,discontinued,日本ペットフード公式お知らせ一覧でラビットフード ヘルシープレミアムの終売告知を確認。
pet-rabbit-021,rabbit-ラビットフード-チモシー,ラビットフード チモシー,,rabbit,rabbit,,,,,,,,brand-日本ペットフード,日本ペットフード,日本ペットフード,rabbit_food,rabbit_pellet,food,not_found_official,false,https://www.npf.co.jp/smallanimal-products/rabbit,source-pet-rabbit-021,not_found_official,日本ペットフード公式現行うさぎフード一覧にラビットフード チモシーを確認できない。
pet-small_mammal-001,small_mammal-ひかりハムハム,ひかりハムハム,,small_mammal,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,small_mammal_food,hamster_food,food,verified_active,false,https://www.kyorin-net.co.jp/animal/an06.html,source-pet-small_mammal-001,verified_active,公式商品ページでひかりハムハム・全ハムスター用・全年齢対応完全栄養食を確認。
pet-small_mammal-002,small_mammal-ひかりハムハム-寿,ひかりハムハム 寿,,small_mammal,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,small_mammal_food,hamster_food,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-small_mammal-002,not_found_official,キョーリン公式現行商品一覧にひかりハムハム 寿を確認できない。
pet-small_mammal-003,small_mammal-ひかりハムハム-クッキー,ひかりハムハム クッキー,,small_mammal,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,small_mammal_food,hamster_food,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-small_mammal-003,not_found_official,キョーリン公式現行商品一覧にひかりハムハム クッキーを確認できない。
pet-small_mammal-004,small_mammal-ハムスターの主食,ハムスターの主食,,small_mammal,hamster,,,,,,,,brand-キョーリン,キョーリン,キョーリン,small_mammal_food,hamster_food,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-small_mammal-004,not_found_official,キョーリン公式現行商品一覧にハムスターの主食を確認できない。
pet-small_mammal-005,small_mammal-ハムスターの主食-スペシャル,ハムスターの主食 スペシャル,,small_mammal,hamster,,,,,,,,brand-キョーリン,キョーリン,キョーリン,small_mammal_food,hamster_food,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-small_mammal-005,not_found_official,キョーリン公式現行商品一覧にハムスターの主食 スペシャルを確認できない。
pet-small_mammal-006,small_mammal-ハムスターのまんま,ハムスターのまんま,,small_mammal,hamster,,,,,,,,brand-キョーリン,キョーリン,キョーリン,small_mammal_food,hamster_food,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-small_mammal-006,not_found_official,キョーリン公式現行商品一覧にハムスターのまんまを確認できない。
pet-small_mammal-007,small_mammal-ハムスターのまんま-スペシャル,ハムスターのまんま スペシャル,,small_mammal,hamster,,,,,,,,brand-キョーリン,キョーリン,キョーリン,small_mammal_food,hamster_food,food,not_found_official,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-small_mammal-007,not_found_official,キョーリン公式現行商品一覧にハムスターのまんま スペシャルを確認できない。
pet-small_mammal-008,small_mammal-リックゼリー,リックゼリー,,small_mammal,,,,,,,,,brand-キョーリン,キョーリン,キョーリン,small_mammal_food,hamster_food,food,verified_active,false,https://www.kyorin-net.co.jp/product/index.html,source-pet-small_mammal-008,verified_active,キョーリン公式商品一覧でリックゼリーを確認。
